nội dung,answer,start_position
"Tại khoản 1 đến khoản 7 điều 46 Nghị định 171 của Chính phủ quy định về xử phạt các hành vi của người tham gia giao thông vượt rào chắn đường ngang, cầu chung khi đèn đỏ đã bật sáng như sau: Phạt tiền từ 50.000 đồng đến 60.000 đồng đối với một trong các hành vi vi phạm sau đây: Người đi bộ vượt rào chắn đường ngang, cầu chung khi đèn đỏ đã bật sáng; không chấp hành hiệu lệnh, chỉ dẫn của biển báo hiệu, vạch kẻ đường hoặc hướng dẫn của nhân viên gác đường ngang, cầu chung, hầm khi đi qua đường ngang, cầu chung, hầm;",Phạt tiền từ 50.000 đồng đến 60.000 đồng,"{'text':['Phạt tiền từ 50.000 đồng đến 60.000 đồng'],'answer_start':[ 191 ]}"
"Tại Điều 11 Luật đường sắt năm 2005 đã quy định cụ thể trách nhiệm của tổ chức, cá nhân khi xảy ra tai nạn giao thông đường sắt. Theo đó, đối với người điều khiển phương tiện giao thông khác, khi đi qua nơi xảy ra tai nạn giao thông đường sắt có trách nhiệm chở người bị nạn đi cấp cứu, trừ trường hợp đang làm nhiệm vụ khẩn cấp; Không được gây trở ngại cho việc khôi phục đường sắt và hoạt động giao thông vận tải đường sắt sau khi xảy ra tai nạn giao thông đường sắt.","có trách nhiệm chở người bị nạn đi cấp cứu, trừ trường hợp đang làm nhiệm vụ khẩn cấp","{'text':['có trách nhiệm chở người bị nạn đi cấp cứu, trừ trường hợp đang làm nhiệm vụ khẩn cấp'],'answer_start':[ 243 ]}"
"hành vi dựng lều, quán trái phép trong phạm vi đất dành cho đường sắt sẽ bị xử phạt theo quy định của pháp luật. Tại điểm b, khoản 2 điều 51 Nghị định 171 của Chính phủ quy định: phạt tiền từ 1 triệu đến 3 triệu đồng đối với cá nhân và từ 2 triệu đến 6 triệu đồng đối với tổ chức có hành vi dựng lều, quán, nhà tạm, công trình tạm thời khác, trái phép trong phạm vi đất dành cho đường sắt. Ngoài việc bị áp dụng hình thức xử phạt, cá nhân, tổ chức thực hiện hành vi vi phạm nêu trên bị buộc phải tự dỡ bỏ và di chuyển lều quán, nhà tạm, công trình tạm thời khác trép phép ra khỏi phạm vi đất dành cho đường sắt.",phạt tiền từ 1 triệu đến 3 triệu đồng đối với cá nhân,"{'text':['phạt tiền từ 1 triệu đến 3 triệu đồng đối với cá nhân'],'answer_start':[ 179 ]}"
"Người điều khiển xe mô tô, xe gắn máy không chấp hành yêu cầu kiểm tra về nồng độ cồn bị phạt tiền từ 3.000.000 đồng đến 4.000.000 đồng; bị tước quyền sử dụng Giấy phép lái xe từ 03 tháng đến 05 tháng (Điểm b Khoản 8 Điều 6 và Điểm d Khoản 12 Điều 6 Nghị định số 46/2016/NĐ-CP ngày 26/5/2016 của Chính phủ quy định xử phạt vi phạm hành chính trong lĩnh vực giao thông đường bộ và đường sắt). Đồng thời bị tạm giữ phương tiện đến 7 ngày trước khi ra quyết định xử phạt (Điểm b Khoản 1 Điều 78 Nghị định số 46/2016/NĐ-CP).",bị phạt tiền từ 3.000.000 đồng đến 4.000.000 đồng; bị tước quyền sử dụng Giấy phép lái xe từ 03 tháng đến 05 tháng,"{'text':['bị phạt tiền từ 3.000.000 đồng đến 4.000.000 đồng; bị tước quyền sử dụng Giấy phép lái xe từ 03 tháng đến 05 tháng'],'answer_start':[ 86 ]}"
"Người điều khiển xe mô tô, xe gắn máy, xe ô tô cố tình đi lấn sang làn đường dành riêng cho xe buýt nhanh sẽ bị xử phạt về hành vi đi không đúng phần đường, làn đường. Mức phạt được quy định cụ thể tại Nghị định số 46/2016/NĐ-CP ngày 26/5/2016 của Chính phủ quy định xử phạt vi phạm hành chính trong lĩnh vực giao thông đường bộ và đường sắt như sau: Người điều khiển xe mô tô, xe gắn máy (kể cả xe máy điện) vi phạm bị phạt tiền từ 300.000 đồng đến 400.000 đồng. Trong trường hợp gây tai nạn giao thông thì bị tước quyền sử dụng Giấy phép lái xe từ 02 tháng đến 04 tháng (Điểm g Khoản 4 Điều 6 và Điểm c Khoản 12 Điều 16).",bị phạt tiền từ 300.000 đồng đến 400.000 đồng,"{'text':['bị phạt tiền từ 300.000 đồng đến 400.000 đồng'],'answer_start':[ 417 ]}"
"Tại Điểm c Khoản 3 và Điểm a Khoản 7 Điều 33 Nghị định số 46/2016/NĐ-CP ngày 26/5/2016 của Chính phủ quy định xử phạt vi phạm hành chính trong lĩnh vực giao thông đường bộ và đường sắt quy định người điều khiển xe vượt quá khổ giới hạn của cầu, đường hoặc chở hàng vượt khổ giới hạn của cầu, đường tham gia giao thông, trừ trường hợp có Giấy phép lưu hành còn giá trị sử dụng bị phạt tiền từ 3.000.000 đồng đến 5.000.000 đồng; bị tước quyền sử dụng Giấy phép lái xe từ 01 tháng đến 03 tháng. Như vậy, bạn có thể căn cứ vào các quy định nêu trên để chấp hành đảm bảo lưu thông an toàn cho người và phương tiện.",bị phạt tiền từ 3.000.000 đồng đến 5.000.000 đồng; bị tước quyền sử dụng Giấy phép lái xe từ 01 tháng đến 03 tháng,"{'text':['bị phạt tiền từ 3.000.000 đồng đến 5.000.000 đồng; bị tước quyền sử dụng Giấy phép lái xe từ 01 tháng đến 03 tháng'],'answer_start':[ 376 ]}"
"Hành vi không chấp hành hiệu lệnh của đèn tín hiệu giao thông bị xử phạt như sau: Người điều khiển xe mô tô, xe gắn máy vi phạm bị phạt tiền từ 300.000 đồng đến 400.000 đồng; bị tước quyền sử dụng Giấy phép lái xe từ 01 tháng đến 03 tháng (Điểm c Khoản 4 Điều 6 và Điểm b Khoản 12 Điều 6 Nghị định số 46/2016/NĐ-CP ngày 26/5/2016 của Chính phủ quy định xử phạt vi phạm hành chính trong lĩnh vực giao thông đường bộ và đường sắt).",bị phạt tiền từ 300.000 đồng đến 400.000 đồng; bị tước quyền sử dụng Giấy phép lái xe từ 01 tháng đến 03 tháng,"{'text':['bị phạt tiền từ 300.000 đồng đến 400.000 đồng; bị tước quyền sử dụng Giấy phép lái xe từ 01 tháng đến 03 tháng'],'answer_start':[ 128 ]}"
"Khoản 6 Điều 3 Luật Giao thông đường bộ định nghĩa: “Phần đường xe chạy là phần của đường bộ được sử dụng cho phương tiện giao thông qua lại”; Khoản 7 Điều 3 Luật Giao thông đường bộ định nghĩa: “Làn đường là một phần của phần đường xe chạy được chia theo chiều dọc của đường, có bề rộng đủ cho xe chạy an toàn”. Khoản 1 Điều 9 Luật Giao thông đường bộ quy định: “Người tham gia giao thông phải đi bên phải theo chiều đi của mình, đi đúng làn đường, phần đường quy định và phải chấp hành hệ thống báo hiệu đường bộ”. Khoản 1 Điều 11 Luật Giao thông đường bộ quy định: “Người tham gia giao thông phải chấp hành hiệu lệnh và chỉ dẫn của hệ thống báo hiệu đường bộ”.","đi bên phải theo chiều đi của mình, đi đúng làn đường, phần đường quy định và phải chấp hành hệ thống báo hiệu đường bộ","{'text':['đi bên phải theo chiều đi của mình, đi đúng làn đường, phần đường quy định và phải chấp hành hệ thống báo hiệu đường bộ'],'answer_start':[ 395 ]}"
"Đối với đường có nhiều làn đường được phân biệt bằng vạch kẻ phân làn đường, người điều khiển phương tiện phải cho xe đi trong một làn đường và chỉ được chuyển làn đường ở những nơi cho phép. Đối với đường một chiều có vạch kẻ phân làn đường, xe ô tô, mô tô phải di chuyển ở làn đường bên trái, xe thô sơ phải di chuyển ở làn đường bên phải trong cùng.","phải di chuyển ở làn đường bên trái, xe thô sơ phải di chuyển ở làn đường bên phải trong cùng","{'text':['phải di chuyển ở làn đường bên trái, xe thô sơ phải di chuyển ở làn đường bên phải trong cùng'],'answer_start':[ 258 ]}"
"Xe bán tải (xe pickup) có kết cấu thùng chở hàng đi liền với thân xe, có khối lượng chuyên chở cho phép xác định theo Giấy chứng nhận kiểm định an toàn kỹ thuật và bảo vệ môi trường phương tiện giao thông cơ giới đường bộ nhỏ hơn 1.500 kg và có từ 5 chỗ ngồi trở xuống thì được xem là xe con.Như vậy, xe ô tô bán tải mà đáp ứng các tiêu chí như quy định tại Khoản 3.31 thì được đi vào làn xe dành cho ô tô con.",được đi vào làn xe dành cho ô tô con.,"{'text':['được đi vào làn xe dành cho ô tô con.'],'answer_start':[ 373 ]}"
"Bắt đầu từ năm 2021, người điều khiển xe máy dưới 50 cm 3 hoặc xe máy điện dưới 4 kW phải có giấy phép lái xe (GPLX) hạng A0. Trước thông tin này, nhiều học sinh dù bất ngờ, nhưng cho rằng là điều cần thiết.",phải có giấy phép lái xe (GPLX) hạng A0,"{'text':['phải có giấy phép lái xe (GPLX) hạng A0'],'answer_start':[ 85 ]}"
"Độ tuổi của người lái xe quy định như sau: Người đủ 16 tuổi trở lên được lái xe gắn máy có dung tích xi-lanh dưới 50 cm3; Người đủ 18 tuổi trở lên được lái xe mô tô hai bánh, xe mô tô ba bánh có dung tích xi-lanh từ 50 cm3 trở lên và các loại xe có kết cấu tương tự; xe ô tô tải, máy kéo có trọng tải dưới 3.500 kg; xe ô tô chở người đến 9 chỗ ngồi;","được lái xe mô tô hai bánh, xe mô tô ba bánh có dung tích xi-lanh từ 50 cm3 trở lên","{'text':['được lái xe mô tô hai bánh, xe mô tô ba bánh có dung tích xi-lanh từ 50 cm3 trở lên'],'answer_start':[ 147 ]}"
"Theo Nghị định 171/2013/NĐ-CP, khi đèn vàng đã bật sáng mà còn cho xe đi tiếp là thuộc vào hành vi vi phạm: ""Không chấp hành hiệu lệnh của đèn tín hiệu giao thông"". Và đối với lỗi vi phạm này thì căn cứ vào Điểm o Khoản 3 Điều 6, người điều khiển, người ngồi trên xe mô tô, xe gắn máy (kể cả xe máy điện), các loại xe tương tự xe mô tô và các loại xe tương tự xe gắn máy sẽ bị phạt tiền từ 100.000 đến 200.000 đồng.",bị phạt tiền từ 100.000 đến 200.000 đồng,"{'text':['bị phạt tiền từ 100.000 đến 200.000 đồng'],'answer_start':[ 374 ]}"
"Biển báo nguy hiểm chủ yếu có hình tam giác đều, ba đỉnh lượn tròn; một cạnh nằm ngang, đỉnh tương ứng hướng lê trời, trừ biển số W. 208 “Giao nhau với đường ưu tiên” thì đỉnh tương ứng hướng xuống dưới. Nhóm biển báo nguy hiểm thường có nền màu vàng, viền đỏ và có hình vẽ màu đen mô tả thông tin cần báo hiệu","thường có nền màu vàng, viền đỏ và có hình vẽ màu đen mô tả thông tin cần báo hiệu","{'text':['thường có nền màu vàng, viền đỏ và có hình vẽ màu đen mô tả thông tin cần báo hiệu'],'answer_start':[ 228 ]}"
"Tai nạn giao thông là những điều không ai mong muốn, thế nhưng nó lại đang diễn ra hàng ngày. Không một ngày nào là không xảy ra tai nạn. Chính vì thế, mỗi chúng ta cần có ý thức khi tham gia giao thông. Ví dụ trong trường hợp khi tham gia giao thông tại nơi đường đang được sửa chữa, người lái xe cần phải giảm tốc độ, quan sát biển chỉ dẫn hoặc người chỉ và thực hiện theo.","người lái xe cần phải giảm tốc độ, quan sát biển chỉ dẫn hoặc người chỉ và thực hiện theo.","{'text':['người lái xe cần phải giảm tốc độ, quan sát biển chỉ dẫn hoặc người chỉ và thực hiện theo.'],'answer_start':[ 285 ]}"
"Theo Phụ lục G của bộ Quy chuẩn 41:2016/BGTVT, vạch kẻ đường thường gặp là loại vạch dùng để quy định các phần đường khác nhau, thường có màu trắng hoặc màu vàng. Trong đó vạch màu trắng được sử dụng để phân chia các làn xe cùng chiều trên những con đường có nhiều làn, vạch vàng được dùng để phân chia hai chiều xe chạy ngược nhau. Về nét vẽ của vạch kẻ đường: nét đứt cho phép các phương tiện được đè vạch, chuyển làn, lấn làn trong các trường hợp cụ thể và phải có đèn tín hiệu báo rẽ; ngược lại, nét liền không cho phép đè vạch.","là loại vạch dùng để quy định các phần đường khác nhau, thường có màu trắng hoặc màu vàng","{'text':['là loại vạch dùng để quy định các phần đường khác nhau, thường có màu trắng hoặc màu vàng'],'answer_start':[ 72 ]}"
"Theo Luật Giao thông đường bộ quy định: Điều khiển xe máy điện không cần giấy phép lái xe. Tuy nhiên, người điều khiển xe máy điện cần đủ 16 tuổi trở lên và xe máy điện cũng cần được đăng ký lấy biển số tương tự như xe máy chạy xăng thông thường.",không cần giấy phép lái xe,"{'text':['không cần giấy phép lái xe'],'answer_start':[ 63 ]}"
"Căn cứ vào Điều 54 Luật giao thông đường bộ ngày 13/11/2008, thông tư 06/2009/TT-BCA ngày 11/3/2009 và có hiệu lực thi hành kể từ ngày 01/07/2009 quy định về đăng ký và gắn biển số. Theo đó, trả lời cho câu hỏi xe máy điện có cần biển số không là người chủ xe máy điện bắt buộc phải đăng ký và gắn biển số xe theo đúng quy định của pháp luật",xe máy điện bắt buộc phải đăng ký và gắn biển số xe,"{'text':['xe máy điện bắt buộc phải đăng ký và gắn biển số xe'],'answer_start':[ 257 ]}"
